text,Sentiment
"Trump defends Putin: ""You think our country's so innocent?"" Trump Respects Putin, Even If  https://t.co/lgy2Jw22JR https://t.co/VgMQBvSrTC",1
"RT @queennn94: Kristen Stewart taking down Donald Trump and the homophobes at one go.



She has saved 2017. Play this at my funeral. https://t.co/ywlzO18FaT",0
"RT @ezlusztig: Wow. This is what it's like for California Republicans in the Trump era. Get used to it, folks. It will only get wo https://t.co/ioa8wBzcFg",1
"RT @BraddJaffy: Dec. 18, 2015



@JoeNBC: Putin ""kills journalists that don't agree with him""



Trump: ""our country does plenty of kil https://t.co/5fZUliL1QP",0
"RT @NPR: BREAKING: Appeals court denies Trump admin. request for stay of injunction on immigration order, meaning the Trump order remains suspended.",0
RT @JayS2629: Middle School Student Attacked on Bus for Wearing Trump #MAGA Hat - Then Schools Suspends Him (VIDEO) https://t.co/WRbHg3pIf4,0
RT @ndtv: US Court Refuses To Immediately Restore Donald Trump's Immigration Ban https://t.co/vWRiftXpE7 #NDTVNewsBeeps https://t.co/0SrMROVnAk,0
"RT @__nicoNicoNICO: Trump building walls , some of ya bitches needa holla at him ??<U+200D><U+2640><U+FE0F> ijs",0
"RT @HuffingtonPost: Veterans vs. Trump: Pipeline will never be completed, warriors vow https://t.co/xhKOUxRmwt https://t.co/y2YZt6dRDK",1
"RT @DLin71: OBAMA: America is imperfect

GOP: TREASON



TRUMP: America is like a murderous thug

GOP: Shield your eyes in the presence of this patriot",0
RT @DavidJo52951945: Judge who blocked Trump's immigration ban totally biased.Judges are not interpreting law but enforcing their view https://t.co/eS5ZAzZQ2i,0
"RT @20committee: Can't wait for the Trumpers to discover Tonkin Gulf '64 and the Phoenix Program. Consider Chomsky your Cliff Notes.



https://t.co/Ck9EtJdDkR",0
RT @FoxNews: Experts: Social media giants fight Trumps anti-terror plan while providing platform for terrorists https://t.co/skMzy0FcC9,1
RT @aljwhite: Look forward to Trump having a shitfit over Kristen Stewart in a few hours https://t.co/PYy8tsM14y,1
"RT @mcspocky: Appeals Court Denies Request For ""Immediate"" Order Bringing Back Trump's Travel Ban https://t.co/L0Qnl8Aew3

Heh heh https://t.co/N2dCxbNxuO",0
American law better start catching up to the Trump administration soon... https://t.co/yzOljOwyz8,1
RT @TrumpSuperPAC: President Trump's job is to protect we the people. The judiciary has no authority to stop the President's duty! We https://t.co/ousn1G7mXu,1
Trump Plans To Ban Controversial Flashlight! Manufacturer Gives Away Inventory For FREE - https://t.co/kWVTFGDsCt https://t.co/rc1XF9TZcx,0
@SkyNews Of course she will take a shot at Trump. That was obvious since Election night due to her tweets.,0
"@KremlinRussia_E So What ,,,,Trump sanctioned Iran for being Muslim and for paying for the wall Mexico border ,,Trump extorts",0
"RT @edinburghpaper: Hundreds protest against Donald Trump in Edinburgh



Read more at: https://t.co/rcOMv9vAfX https://t.co/Evq1pbQlf8",0
Trump Short Circuits Washington https://t.co/fXFtqhqb9S,0
"Unhinged New York Leftist Freaks Out on Judge Jeanine: 'F*ck Trump! F*ck These White People!"" (VIDEO) https://t.co/yMBJnU8gJY",0
"RT @TheMarkRomano: Thanks, George W. Bush:



Your judges have upheld Obamacare and halted President Trump's travel ban.



I wonder how t https://t.co/MrEgVJLiwx",1
Amazing that Turnbull agreed to the refugee deal AFTER Trump won election and he knew Obama was leaving in 30 days &amp; Trump was against this. https://t.co/lX7oDTuvgq,1
"RT @MMFlint: Thank you, So-Called President Trump! I've been struggling for 2 weeks over what to call you, and your tweet here g https://t.co/ZLpZLlnHV8",0
"RT @ezlusztig: Wow. This is what it's like for California Republicans in the Trump era. Get used to it, folks. It will only get wo https://t.co/ioa8wBzcFg",1
"RT @MOVEFORWARDHUGE: ""TRUMP WAS RIGHT : Experts say California Voter Registration HIGHLY SUCEPTIBLE to Fraud"" #mustread #feedly https://t.co/95qC8Msuga",0
"RT @NickKristof: My Sunday column: Post-Trump,  Canada may now be the country best reflecting the values of the Statue of Liberty https://t.co/GpOuenHUza",1
"RT @VoteTrumpPics: Trump Twitter Rally?



RT? and show your support for DJT this Sunday, Feb 5th during Super Bowl Half Time Show at https://t.co/okPb11YbQw",1
RT @BBCBreaking: US appeals court rejects Trump administration request to immediately reinstate travel ban https://t.co/nDvCfpmAFK,0
RT @gagadaily: Here's why #LadyGaga won't be mentioning @realDonaldTrump during her #SuperBowl #PepsiHalftime show performance: https://t.co/be0Flt9DJa,1
RT @piersmorgan: Reposting this photo from yesterday's London anti-Trump march. Staggering. https://t.co/aAvJ6yJXID,0
"RT @ANOMALY1: Navy SEAL convoy flew a Trump flag proudly ! We Love Our Military Men &amp; Women,Vets!????#AmericaFirst #FREEDOM https://t.co/GOssPrORX7",1
"RT @kristinrawls: But you said Hillary was hawkish and Trump was an isolationist, @theintercept. https://t.co/4lB0dydgXU",0
"@DonaldJTrumpJr .

.

.

Trump Baseball Camp



""BIG LEAGUE""



https://t.co/0HEpkUPuNd

.

.

.

.",1
@SenateGOP  @HouseGOP   Trump is still keeping Obama's people on staff...FIRE THEM !,0
"RT @ebonstorm: At $400,000 a day, it'll cost the nation $548,000,000 to keep Melania Trump in New York City for four years. https://t.co/U7ImUMeTSQ",1
"RT @funder: .Exhibit 4:Trump talks about his travels to Moscow in 1987



#DworkinReport #resistance #TrumpRussia #resist https://t.co/W07X7S2S3C",0
RT @artoopio: KRISTEN MOCKED DONALD TRUMP AND CAME OUT AS GAY IN SNL MONOLOGUE WHEN WILL YOUR FAVE https://t.co/1lj07smIld,0
"For a more aesthetically pleasing environment at the White House, Trump should wear a bag on his head.

#DressLikeAWoman",1
"RT @USMC3rdBnMCo: No, Trump supporters try to claim he is conservative, but even Trump syncophant Sean Hannity admits he is not conse https://t.co/M1JEXKranf",1
RT @Reuters: Kuwait denies it imposed travel ban praised by Trump https://t.co/mvuwFBjfx0 https://t.co/p2MgW0eRdH,0
"RT @bobsacard: FLORIDA RESIDENTS, YOUR SENATOR IS  BLOCKING TRUMP NOMINEES- HE'S UP FOR RE-ELECTION IN 2018. CALL HIS OFFICE (202) https://t.co/hsRkq21AVF",0
REUTERS TV - Iraqi family flies to New York after blow to Trump ban https://t.co/9L3362knYy #PaginaNuova #TV,1
"RT @funder: .Exhibit 4:Trump talks about his travels to Moscow in 1987



#DworkinReport #resistance #TrumpRussia #resist https://t.co/W07X7S2S3C",0
"trump thought @CNN would adore &amp; support of him however, since election, they're keeping it real. Trump is SAD #TrumpSpeak #Action2GethrTB https://t.co/NmFWOeClG6",1
RT @LouDobbs: Most Left-Wing Appeals Court in Nation Denies Trump Request to Reinstate Travel Ban https://t.co/hHnr6ZsWoF #MAGA #TrumpTrain #AmericaFirst,0
"RT @shannoncoulter: .@elonmusk: the longer you associate w/ Trumps, the more you &amp; your companies will be associated w/ the persecution https://t.co/tlIEjCpTIN",0
Judge Jeanine Pirro Opening Statement Goes Off on Judge Blocking Trump Travel Ban ! https://t.co/rrQCrzN3jd,0
RT @immigrant4trump: NEW VIDEO: Senator Chuck Schumer in 2015 said a Refugee Pause May Be Necessary #Maga #trump https://t.co/vUQKo5sV76,1
RT @KeithOlbermann: Even the Deputy Editorial Page editor of The Wall Street Journal and I agree: @realDonaldTrump has slandered this c https://t.co/9JUxa45ntD,0
RT @bobsacard: DONALD TRUMP SUPPORTERS TELL NFL HOW MUCH IT WILL COST THEM IF LADY GAGA GOES AFTER @POTUS AT SUPER BOWL GOODELL 21 https://t.co/uA6FlAlt5s,1
@nancyhutchings @ariherzog @ericbolling @POTUS @WhiteHouse @DanScavino Obama left a lot of damage! Trump with his great mind will fix it!,0
"RT @jaketapper: Trump defends Putin: ""You think our country's so innocent?"" https://t.co/nW65mtBp0C",1
Trump is going to fight to keep the country a float. Most lost minds don't see it. Either way 4 more years definitely,0
"RT @jlsinc: You could genuinely change ""Trump"" to ""Brexiteer"" in every single instance here. https://t.co/nHevNPcph9",1
"RT @NPR: BREAKING: Appeals court denies Trump admin. request for stay of injunction on immigration order, meaning the Trump order remains suspended.",0
"RT @brianstelter: Kristen Stewart is ""just the latest in a string of SNL hosts seemingly plucked just to rile Trump"" https://t.co/n7LJKiJZfj Baldwin next week",0
"RT @HuffingtonPost: Veterans vs. Trump: Pipeline will never be completed, warriors vow https://t.co/xhKOUxRmwt https://t.co/y2YZt6dRDK",1
"RT @CNNPolitics: President Trump quickly condemns the Louvre attack, but is still quiet on Quebec https://t.co/8n9pBxr9UL https://t.co/v0xJ2fWjlQ",0
RT @LibyaLiberty: This is what I mean about the American people sending a message louder than Trump: https://t.co/8WXVFhZSfk,0
12-year-old gets attacked by peers for wearing Trump hat https://t.co/Tt05EG0TXp via @MailOnline,0
"RT @PPPDetroit: If Obama had said what Trump said about our country not being so innocent, and equating us with Russia, the GOP would have lost their minds!",0
RT @FoxNews: Experts: Social media giants fight Trumps anti-terror plan while providing platform for terrorists https://t.co/skMzy0FcC9,1
RT @altusda: Here's another petition for those looking to fight back against Trump's #animalwelfare info blackout. #transparency https://t.co/fd6zjGQqf6,0
"RT @DevlinBarrett: Appeals court rejects bid to immediately reinstate Trump travel ban - more filings due Sun, Mon https://t.co/sYkQJRC68f",0
@SouthTX_ @wikileaks  every were...go trump...make america great again!,1
RT @AP: BREAKING: Appeals court denies Trump administration request to immediately reinstate ban on travelers and refugees.,0
RT @WestWingReport: Federal court has denied Trump admin appeal to have @realDonaldTrump's travel ban reinstated. Second legal defeat in three days for POTUS,0
"RT @mikandynothem: <U+2714> RETWEET<U+2714> if you are happy with President Trump and his Administration's performance so far!

Kicking butt and tak https://t.co/nCUmiIDAqu",1
"RT @maggieNYT: Chill, America. Not every Trump outrage is outrageous. - The Washington Post https://t.co/dbTzidHVzc",0
"RT @TVLine: #SaturdayNightLive Video: Melissa McCarthy as Trump Press Sec. Sean Spicer Is Amazing, Period https://t.co/JKPr4DQOcn",1
RT @dailykos: Trump on women in the workplace: Don't bother asking women because men know better https://t.co/DclTer8Ud1,0
"RT @docrocktex26: Someone please get @realDonaldTrump the Schoolhouse Rock episode on how American government works, b/c he still doe https://t.co/G4gLKlg3dA",1
"RT @WilliamsJon: 64% of UK thinks #Trump threat to global security: dangerous, unstable &amp; bigot. Time to rethink #StateVisit?

https://t.co/BVypKtMy9R",0
"RT @AP: Trump Cabinet pick paid by 'cult-like' Iranian exile group, by @jongambrellAP  https://t.co/hhyDDtWjIz",0
RT @ScottErnst0331: All of the academics collecting a government paycheck while engaging in seditious anarchy should be FIRED!  #Trump #MAGA #GOP,0
RT @funder: @robreiner trump &amp; associates absolutely committed treasonous acts but he also has violated the constitution from e https://t.co/svGviw5CQB,0
More Than 100000 Visas Revoked After Trumps Travel Ban https://t.co/ev8NDUKmu9 https://t.co/uZxhA7iWTy,0
"RT @red_winger: ""So called"" President #Trump wants to control the media..don't worry though it's just how you make America great ag https://t.co/AhXENLWttq",0
RT @immigrant4trump: Viral Video: Fan made Video Celebrates President Trump Win! He is My President! #TrumpTrain #Maga #GoTrump https://t.co/ge6jVxdYLl,1
"RT @RickElamArtist: Trump Twitter Rally

RT and show your support for DJT this Sunday, Feb 5th during Super Bowl Half Time Show at https://t.co/5SdrJ8cprz",1
Donald Trump Jr. stumbled while trying to make a mark in the business world https://t.co/Wh4SXGGlY8,0
RT @antonnewcombe: Trump thought he was clever with his stupid slogan.. mine is better: Make Everything Great Again #MEGA starting with his impeachment ??,1
RT @PlainSite: The WA v. Trump district and appellate dockets are here: https://t.co/FbQJ1VOkYd,0
"RT @HRHCatherine: I anoint you Dame @jk_rowling, for services to literature, charity, and throwing the most epic shade at Trump suppo https://t.co/MNxTydjvEB",1
"RT @Kasparov63: Disgusting. There is nothing Trump won't do to praise Putin, comparing the US to a dictator of 17 years who murders https://t.co/pCBJolVqPz",0
@ezlusztig @YouTube   trump is likely a double agent......thanks Putin...,0
"RT @TheMarkRomano: Thanks, George W. Bush:



Your judges have upheld Obamacare and halted President Trump's travel ban.



I wonder how t https://t.co/MrEgVJLiwx",1
RT @armandodkos: Timely too. Trump was not crazy the whole day yesterday. Just 90%. I don't know what is wrong with you people. https://t.co/u3BUu79o9D,0
RT @grudging1: How many times does Trump have to go to the mat for Putin before we all admit it's more than admiration??,1
"RT @nytimes: Trump says he has walked away from the day-to-day of his empire, but records show how close he remains to it https://t.co/oYuvMupTxK",0
"RT @Impeach_D_Trump: Fox Interview:



O'Reilly: ""He's a Killer, Putin's a Killer!""



Trump: ""There are a lot of Killers.  Do you think Our https://t.co/UeiXzpUQRC",0
"@JoeNBC tell Trump to ""put America first"" and dump BANNON.",0
When people mention Donald Trump Jr. I think they're talking about @realDonaldTrump 's younger ego. Does he have kids other than Ivanka?,0
RT @thehill: #BREAKING: Washington State judge halts Trump immigration ban nationwide https://t.co/Vg9Ebckrxc https://t.co/D7XhbcduGi,0
"RT @NPR: BREAKING: Appeals court denies Trump admin. request for stay of injunction on immigration order, meaning the Trump order remains suspended.",0
"RT @larryelder: Those upset with Trump for saying, ""You think America is so innocent?"" had no problem when Obama repeatedly apologized for America.",0
"RT @ddale8: Donald Trump Jr. faved a tweet about how Donald Sr. would get a political boost from Quebec killer ""being Muslim"": https://t.co/rsYpVWhngk",0
RT @Nascar_Tom: Biggest  #hypocrite in the world. #shumer you should resign #trumptrain #trump @realDonaldTrump https://t.co/VyrRA8H9iV,0
"Village: ""it'd be wrong to kill Trump""



Redmond: ""OMG I condemn this!""",0
"RT @thehill: WATCH: Trump and Bannon as Grim Reaper go to war with foreign leaders on SNL

https://t.co/Z7MeikBTzh https://t.co/vtCsLEMJ0h",0
"RT @ABC: Melissa McCarthy skewers Sean Spicer, Baldwin reprises Trump role, Bannon portrayed as Grim Reaper on ""SNL"" https://t.co/PABReoOKRx",0
RT @carlbernstein: Journalists need to google #@kellyannePolls' repeated attacks on trump before she became his propaganda minister--and air/publish them now.,0
"RT @asamjulian: The Left has Trump derangement syndrome so bad, ISIS could announce a date they will send soldiers, and they'd still want borders wide open.",0
"RT @darinnstacy: Trump did say he would unite the people and true to his word be did, they are uniting to #impeachTrumpnow  for trea https://t.co/tIWbtMChOM",1
"RT @phil200269: The Politicians Who Repeatedly Oppose Trump Are On George Soros Payroll.



Now it Makes Sense.



#MAGA https://t.co/6bZslGZDG9",0
RT @nytimes: The trust President Trump set up to address conflicts? New records show he remains closely tied to his empire: https://t.co/rPb4jn1bBD,1
RT @iainandjane: Feels like every Tweet about Trump needs a so far on the end of it. https://t.co/qtS2tZzVlL,1
RT @StephensWSJ: Trump puts US on moral par with Putin's Russia. Never in history has a President slandered his country like this.  https://t.co/LrP8ycG1Y9,1
"RT @NPR: BREAKING: Appeals court denies Trump admin. request for stay of injunction on immigration order, meaning the Trump order remains suspended.",0
"RT @nytimes: S.N.L. Goes After Trump Again, With Melissa McCarthy as Sean Spicer https://t.co/VOLvsHIWgn",0
"RT @Tennessean: Sorry, Donald Trump, you're no Andrew Jackson https://t.co/4CxhypWmLG",0
RT @MichaelGodwinNY: @SheriffClarke @DailySignal Those who want to bitch about President Trump should pack up &amp; move out of the country.,0
@stacy_friday @simonhedlin @realDonaldTrump The constitution is a piece of paper. Trump is a God-like figure who alone will fix America.,1
"RT @JoyAnnReid: The Republicans won't rein In Trump, but the judiciary just might. https://t.co/C1VQDnYZAH",0
RT @yashar: In honor of Kristen Stewart hosting SNL - here are the 8 tweets President Trump posted about her in the past. https://t.co/0m24xxhGSg,1
"RT @PalmerReport: #SaturdayNightLive SNL lampoons Steve Bannon as grim reaper, Donald Trump as little white bitch https://t.co/ixrCIhjGf4",0
Trump Shared A Fake News Story To Fool Americans About His Muslim Ban via @politicususa https://t.co/4JhvZWIEkg,0
"Trump Hair Plugs Now .0.99$ Each. Early Signs Suggest Trumps Actions Are Taking a Toll on Trump Brand, via @nytimes https://t.co/kcVVeOuIbA",0
"RT @JohnJHarwood: Trump: ""I do respect Putin""

O'Reilly: ""But he's a killer""

Trump: ""We've got a lot of killers. What do you think? Our country's so innocent?""",0
RT @scarylawyerguy: Former COO of Goldman standing over Trump's left shoulder as he signed EO weakening Dodd-Frank is about as big a fu https://t.co/HeETmj0F06,0
RT @AGOWA: Trump Administration's request for immediate administrative stay DENIED. https://t.co/R3tTRPyv3U,0
"RT @ABC: Melissa McCarthy skewers Sean Spicer, Alec Baldwin reprises Trump role, Bannon portrayed as Grim Reaper on ""SNL"" https://t.co/3wlkqE4b8W",0
RT @CNN: A federal appeals court denied the US government's initial request to resume President Donald Trump's travel ban. https://t.co/4MDk9yuold,0
"RT @funder: #Breaking:Trump Defends Putins Murder of Journalists on O'Reilly



#trumprussia #dworkinreport #resist #theresistance https://t.co/Bd5l7HbIpH",0
RT @CNNPolitics: An avalanche of phone calls is thundering across Capitol Hill as the Senate considers Donald Trump's nominations https://t.co/N7gtyLaNOe,0
RT @artoopio: KRISTEN MOCKED DONALD TRUMP AND CAME OUT AS GAY IN SNL MONOLOGUE WHEN WILL YOUR FAVE https://t.co/1lj07smIld,0
"RT @BonnieSue05060: This is for ALL trump fans!

#TheResistance #Indivisible #ImpeachmentSoon https://t.co/Bjvfe3pcPb",1
RT @LibyaLiberty: This is what I mean about the American people sending a message louder than Trump: https://t.co/8WXVFhZSfk,0
RT @DailyLiberal1: https://t.co/5hdZbkNrRd Can you talk like @realDonaldTrump at work. Dare all #Trump supporters to Take The Talk Like Trump Challenge.,1
@JohnKingCNN What I don't understand about trump is his unabashed lying juxtaposed with truthtelling about implementing his campaign pledges,0
"RT @Independent: Ken Clarke brands UK's position as 'shambles' made worse by Donald Trump

https://t.co/zxOkPfCUmw",0
RT @JuliaAdair: Donald Trumps disastrous Yemen raid may have been attempt at getting Dubai golf course built https://t.co/qEhwjsZcg6 via @PalmerReport,0
RT @NPR: BREAKING: The Trump travel ban remains suspended after the 9th Circuit denied a stay on an earlier court order. https://t.co/GxVe0n9H3S,0
"RT @harrisalexc: Anti-Trump protestors start walking toward Mar-a-Lago. Got to be at least 1,000 people in this crowd https://t.co/k9ZQe2BlpJ",0
"RT @AJemaineClement: Hitler - failed painter

Trump - cancelled tv host

Bannon - failed documentary maker

Conway - failed stand-up



Support the arts and media",0
RT @jonlovett: How about get worked up about the fact that trips to Trump properties generate income for the president and kids di https://t.co/HIh7W10Ean,1
RT @antofields: #DressLikeAWoman best one today #Trump https://t.co/JAuZMmII3V,1
RT @AllenWest: WHOA: Look what we found about the judge who BLOCKED Trump's travel ban https://t.co/QqJO8FyIAF https://t.co/j79LAuuKaQ,0
RT @gagadaily: Here's why #LadyGaga won't be mentioning @realDonaldTrump during her #SuperBowl #PepsiHalftime show performance: https://t.co/be0Flt9DJa,1
RT @ActualEPAFacts: Trust Records Show Trump Is Still Closely Tied to His Empire https://t.co/pHQR8aGR3h,1
"Trump is the racist's Rev. Jeremiah Wright, without the moral clarity. Boy does the US need a shrink. #oreillyfactor #Trump #GOP_RIP #Resist https://t.co/uXTka7oowI",0
"RT @jonfavs: Focus on this, every day. We win the House, we can hold Trump accountable. https://t.co/8TamdaAiTP",1
#SuperBowl #Islamocrats get the Hello out of #AMERICA #PresidentTrump #KeepTheBan #DeportIllegals #NoRadicalIslamInAmerica #PepsiHalftime https://t.co/TA19U2Dbnz,0
"Kurtz: Unnamed sources try to undermine Trump https://t.co/7G8d31rtpT via @YouTube

TRAITORS!!!!!!!",0
"RT @chrisgeidner: BREAKING: APPEALS COURT DENIES REQUEST FOR IMMEDIATE STAY OF TRO, Trump travel ban will stay on hold for now. https://t.co/PFpAKFxRfP",0
RT @politico: Poll: Trump has worst disapproval rating of any newly elected president https://t.co/y4PiRpjcmI https://t.co/kVb5WFcdxj,0
"RT @scotusreporter: Appeals court won't immediately restore Trump travel ban, calls for quick briefing https://t.co/tCh4byeDLw",0
"<U+26A1> Thousands attend rally at Stonewall monument to protest Trump



https://t.co/cDs8ye2tLn",0
@delicatejenny ok so why didn't Trump select Saudi Arabia in his travel ban?,0
"RT @RepAdamSchiff: What are we to understand from Trump's quotes around ""evil""? Refugees are evil? Only Muslim refugees? How about bigotry? That's pretty evil.",0
"RT @floridarocket: Rather than take ownership for his failed  EO decision,Trump is now claiming the travel ban was a Department of Homeland Security decision.",1
RT @tribelaw: 2/ business with Trump but sent the 9/11 terrorists here,0
"RT @ReaganBattalion: Donald J. Trump: America is not exceptional.



#AmericaLast",1
"RT @AG_Conservative: @KurtSchlichter @RadioFreeTom If Trump excusing Putin's atrocities by suggesting America is guilty too doesn't outrage you, nothing will.",0
"RT @NPR: BREAKING: Appeals court denies Trump admin. request for stay of injunction on immigration order, meaning the Trump order remains suspended.",0
RT @rsirrobbie: I pray nothing happens in the mean time. @realDonaldTrump #KeepAmericaSafe https://t.co/qQppLJc94O,1
"RT @pbpost: UPDATES: Anti-Trump protesters march through West Palm Beach

https://t.co/eej7yvKSj0 https://t.co/5Dzhe0AkAo",0
"RT @funder: .Exhibit 3:Trump planned to build hotel in Russia in 87



#DworkinReport #resistance #TrumpRussia #resist https://t.co/Wllg37WhGG",0
RT @kylegriffin1: Trump just tweeted his 7TH tweet of the day about his travel banmaybe just this once someone should take his phone https://t.co/gRgE5qhF4C,0
RT @pmm526: Me rn waiting for this Trump tweetstorm... #SNL https://t.co/Ad3DgVjjXA,0
RT @thehill: Appeals court rejects Trump request to restore immigration ban https://t.co/MZcqrosQTU https://t.co/062UgE8ISJ,0
"So, how much of America's honor are we going to flush down the toilet before Trump is done? @SenateMajLdr @SpeakerRyan @LindseyGrahamSC",1
RT @MichaelAusiello: And then 3 weeks in the silver lining of a Trump presidency reveals itself... https://t.co/qmW6RYDl2K,0
Trumps Enemies Within https://t.co/9Rjx99mlhs,0
"@HuffingtonPost  CNN, You helped the Trump Klan get https://t.co/KbzDRF8eoq you're getting a taste of their villainous rhetoric &amp; actions.",0
"RT @julianborger: Bizarre readout of Trump/Poroshenko call, as if conflict was a border dispute between Russia and Ukraine. https://t.co/eCGzfkM35a",0
"RT @freep: Our top read this morning: The story of Hamtramck, Michigan's Ellis Island, and how it's steeling itself for Trump. https://t.co/7KBUZUZMRb",0
"Seven Ways Obama Is Trying to Sabotage the Trump Administration https://t.co/UQ7txz4f9B

 #TeaParty #tcot",0
"RT @funder: .Exhibit 3:Trump planned to build hotel in Russia in 87



#DworkinReport #resistance #TrumpRussia #resist https://t.co/Wllg37WhGG",0
"RT @Lrihendry: Let's set the narrative straight!



They're not Anti-Trump protestors, they're Anti-American rioters. https://t.co/ckzHwRuxDd",1
"RT @SteveComisar: If you oppose Donald Trump please RT.  @jack  @ladygaga  @KatyPerry

@Madonna  @AshleyJudd  @americaferr  @GloriaSteinem  #GetHimOut",1
RT @JessieJaneDuff: Now this is an interesting revelation: Judge Who Halted Trump Ban Once Declared Black Lives Matter From The Bench https://t.co/aQeQnJhEuo,1
RT @cj_disabled: Donald Trump travel ban: US court denies justice department's appeal just hours after President expresses confidence https://t.co/4jqbdIlT5u,1
"RT @SenSanders: Trump has to learn the very important truth stated by Washington AG Bob Ferguson: ""No one is above the law, not eve https://t.co/XvSnHY2N9g",1
RT @donnabrazile: Sunday reading: This Is How Steve Bannon (Trump's ideologist) Sees The Entire World https://t.co/bwXj3B2ZRP via @jlfeder,1
"RT @ThePlumLineGS: Trump's ban is on hold.



Bigger story: This is first real test of whether our institutions can restrain Trump: https://t.co/tFUNJZHufG",0
RT @prchovanec: The problem with Trump's remarks isn't just the insult to US. It's the implication he'd see no real barrier to applying Putin's methods.,0
"RT @mikandynothem: <U+2714> RETWEET<U+2714> if you are happy with President Trump and his Administration's performance so far!

Kicking butt and tak https://t.co/nCUmiIDAqu",1
"""Trumps most dangerous enemies are people who ostensibly work for him.""

https://t.co/Xdw93A8RZf",0
@anneapplebaum at what point do we conclude that the 'hundred monkeys' metaphor either does or does not apply to Trump utterings?,0
"RT @Impeach_D_Trump: RT if you think Trump should be impeached.



LIKE if you think Trump should be impeached.",1
"RT @JustinWolfers: Amazing diversity as Trump's senior staff is sworn in: White men of many heights, tie colors https://t.co/bE61gSQ81B https://t.co/Gv3KFUm1HC",1
"RT @kylegriffin1: Trump: I've had a long day. I'm tired &amp; cranky &amp; feel like I could just freak out on somebody.

Bannon: Then maybe y https://t.co/PmyAK2Xn7E",0
RT @alexburnsNYT: Key Trump ally w some constructive feedback &gt; https://t.co/t8GJEO8jWx,1
RT @deanbarker: Good morning. Today is the 17th day Mr. Trump violates the Constitution's Emoluments clause &amp; the 17th day Paul Rya https://t.co/O50Ix6fd4D,0
"RT @sjohoIt: rt for 2 boys kissing, like for donald trump https://t.co/2NqrgPkb86",1
RT @CNNPolitics: An avalanche of phone calls is thundering across Capitol Hill as the Senate considers Donald Trump's nominations https://t.co/N7gtyLaNOe,0
"RT @alwaysthedutydr: What sort of supposed ""President"" has a bearer of the Victoria Cross interrogated for 3 hours @realDonaldTrump?



https://t.co/042NBSXDGb",0
RT @caxtman: @ChelseaClinton so did trump supporters do this? https://t.co/OW1RJv9scW,0
Huffington Post: Justice Department Appeals Order Blocking Trump Travel Ban -  https://t.co/1Dj8codh3f https://t.co/J1ZTl6o43v,0
"RT @intheknow1798: Former Visa Officer  Trump Must Correct Obamas Dont Bother Checking Vetting System

https://t.co/ctycbyGjsL  https://t.co/UQqZj9Cpsf",0
RT @globalhalifax: Donald Trump's appeal on judge's travel ban decision denied by federal court https://t.co/4h4nsqyDVc,0
"RT @queennn94: Kristen Stewart taking down Donald Trump and the homophobes at one go.



She has saved 2017. Play this at my funeral. https://t.co/ywlzO18FaT",0
"RT @mashable: Alec Baldwin's Trump is back on 'SNL': 'Prepare to go to war'

https://t.co/tHS10xz46Y",0
@lori_catz @LaceySm88791881 @Phil_Lewis_ @DanAdamini your all killers and not in a trump good way eithet,0
"Per 4: If Trump's laziness continues to cause unnecessary military deaths, that may be what brings him down. Nothing like an angry mother... https://t.co/kOU06UaZi6",0
RT @Reuters: BREAKING: Judge's block of Trump's travel ban harms the public by 'thwarting enforcement of executive order': Justice Dept. appeal filing,0
"Super Bowl LI, Refugee Ban, Trumps Cabinet: Your Weekend Briefing https://t.co/N4QFPRrSuG",1
RT @vivelafra: Murder by Islam: 3 Stories.  #BanSharia #Trump https://t.co/nz9jbUS5uh,0
"@scottmstringer Why are you supporting the Republican-allied, Trump-enabling IDC? You do know this will be remembered? https://t.co/jp0dQVGlEV",0
RT @artoopio: KRISTEN MOCKED DONALD TRUMP AND CAME OUT AS GAY IN SNL MONOLOGUE WHEN WILL YOUR FAVE https://t.co/1lj07smIld,0
@tribelaw  Trump's list of scapegoats distracts from his favored list of customers who did send us terror.,0
Business and Donald Trump: Here's what some of the biggest US companies are saying about the new president https://t.co/S48jRonfGx via @FT,1
RT @thehill: Schumer torches Trump for attacking judge who halted his immigration ban https://t.co/4KceIJq5oG https://t.co/Mmy7Zwwn98,0
"RT @prasunmaitra: For liberals, @priyankachopra is an expert to criticise Trump's decision but Aishwarya can't support #Demonitization

https://t.co/CR4FwxaZxG",0
"RT @mashable: Alec Baldwin's Trump is back on 'SNL': 'Prepare to go to war'

https://t.co/tHS10xz46Y",0
RT @Sophia4Trump: BREAKING : BuzzFeed Being Sued Over Trump Russia FAKE NEWS Story https://t.co/RIFiVvzDy4 https://t.co/GQVwP8cjZw,0
"RT @intifada: Gaza siege fence ""a key sales prop"" for Israeli firm that wants to build Trump's Mexico border wall https://t.co/JjwgOakvFq",0
"@AP_Politics @AP the fact check is not just on Trump and friends, but w. extraordinary situation-the blatant lies spread, it's needed daily",0
"RT @jeremyscahill: Takeaway from Trump is not that he is wrong about US engaging in mass killing. It is that he likes it and views it as acceptable, preferable",1
RT @LibyaLiberty: This is what I mean about the American people sending a message louder than Trump: https://t.co/8WXVFhZSfk,0
"RT @DLin71: OBAMA: America is imperfect

GOP: TREASON



TRUMP: America is like a murderous thug

GOP: Shield your eyes in the presence of this patriot",0
